article;name;category;source_url;status
Tl Wr846n|https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr846n/;Tl Wr846n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr846n/;unchanged
Tl Wr850n V3;Tl Wr850n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr850n/;unchanged
Tl Wr850n V1;Tl Wr850n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr850n/;unchanged
Tl Wr902ac V4;Tl Wr902ac;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr902ac/;unchanged
Tl Wr902ac V1;Tl Wr902ac;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr902ac/;unchanged
Tl Wr940n V6;Tl Wr940n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr940n/;unchanged
Tl Wr940n V5;Tl Wr940n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr940n/;unchanged
Tl Wr940n V4;Tl Wr940n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr940n/;unchanged
Tl Wr940n V3;Tl Wr940n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr940n/;unchanged
Tl Wr940n V2;Tl Wr940n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr940n/;unchanged
Tl Wr942n V2;Tl Wr942n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr942n/;unchanged
Tl Wr942n V1;Tl Wr942n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr942n/;unchanged
Tl Wr945n|https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr945n/;Tl Wr945n;Роутеры Wi-Fi;https://www.tp-link.com/kz/home-networking/wifi-router/tl-wr945n/;unchanged
